State	Code	Volumes	SD	Avg
TX	01001	4.00	2716.79	33516.00
TX	01001	4.00	2716.79	33516.00
TX	01001	4.00	2716.79	33516.00
TX	01001	4.00	1003.76	24109.00
TX	01001	4.00	1003.76	24109.00
TX	01001	3.00	12200.42	82277.00
TX	01001	9.00	5128.94	46360.00
TX	01001	9.00	5128.94	46360.00
TX	01001	9.00	5128.94	46360.00
TX	01001	9.00	5128.94	46360.00
TX	01001	9.00	5128.94	46360.00
TX	01001	6.00	3883.82	47312.00
TX	01001	6.00	3883.82	47312.00
TX	01001	6.00	3883.82	47312.00
TX	01001	6.00	3883.82	47312.00
TX	01001	6.00	3883.82	47312.00
TX	01001	6.00	3883.82	47312.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	4.00	17589.99	44261.00
TX	01001	5.00	1218.55	32419.00
TX	01001	3.00	1855.17	18601.00
TX	01001	4.00	12591.94	32026.00
TX	01001	8.00	11488.65	47194.00
TX	01001	6.00	1465.73	23086.00
TX	01001	21.00	1542.79	19716.00
TX	01001	21.00	1542.79	19716.00
TX	01001	3.00	2331.77	33002.00
TX	01001	5.00	7114.53	46448.00
TX	01001	12.00	21819.75	98637.00
TX	01001	22.00	3269.58	18668.00
TX	01001	4.00	9874.92	27300.00
TX	01001	18.00	6537.79	48817.00
TX	01001	18.00	6537.79	48817.00
TX	01001	18.00	6537.79	48817.00
TX	01001	12.00	7406.10	50077.00
TX	01001	12.00	7406.10	50077.00
TX	01001	12.00	7406.10	50077.00
TX	01001	6.00	3411.67	45164.00
TX	01001	5.00	30323.96	68330.00
TX	01001	5.00	30323.96	68330.00
TX	01001	5.00	30323.96	68330.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	3.00	10450.53	48293.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	6.00	2220.61	23859.00
TX	01001	10.00	13479.50	70614.00
TX	01001	9.00	5128.94	46360.00
TX	01001	9.00	1748.71	17293.00
TX	01001	9.00	1748.71	17293.00
TX	01001	11.00	11030.38	50510.00
TX	01001	11.00	11030.38	50510.00
TX	01001	13.00	6840.26	37835.00
TX	01001	3.00	3445.98	48616.00
TX	01001	3.00	3445.98	48616.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	5.00	16610.36	62147.00
TX	01001	9.00	5296.74	17154.00
TX	01001	3.00	5955.55	34379.00
TX	01001	3.00	5955.55	34379.00
TX	01001	4.00	5659.57	40498.00
TX	01001	4.00	5659.57	40498.00
TX	01001	4.00	5659.57	40498.00
TX	01001	7.00	26108.57	71410.00
TX	01001	7.00	26108.57	71410.00
TX	01001	12.00	6043.36	45642.00
TX	01001	12.00	6043.36	45642.00
TX	01001	12.00	6043.36	45642.00
TX	01001	26.00	3102.06	36376.00
TX	01001	30.00	6543.16	38646.00
TX	01001	26.00	3102.06	36376.00
TX	01001	4.00	10797.04	43565.00
TX	01001	4.00	2835.82	39666.00
TX	01001	30.00	6543.16	38646.00
TX	01001	7.00	9554.26	46462.00
TX	01001	30.00	6543.16	38646.00
TX	01001	30.00	6543.16	38646.00
TX	01001	30.00	6543.16	38646.00
TX	01001	14.00	8243.76	46005.00
TX	01001	14.00	8243.76	46005.00
TX	01001	16.00	6364.26	38430.00
TX	01001	16.00	6364.26	38430.00
TX	01001	16.00	6364.26	38430.00
TX	01001	53.00	8314.90	43853.00
TX	01001	3.00	2007.62	44888.00
TX	01001	3.00	7033.20	51574.00
TX	01001	3.00	756.34	47671.00
TX	01001	3.00	756.34	47671.00
TX	01001	3.00	756.34	47671.00
TX	01001	15.00	3544.37	33958.00
TX	01001	16.00	6364.26	38430.00
TX	01001	30.00	6543.16	38646.00
TX	01001	9.00	13062.57	53540.00
TX	01001	17.00	2133.31	24241.00
TX	01001	9.00	13062.57	53540.00
TX	01001	9.00	13062.57	53540.00
TX	01001	17.00	6178.93	40272.00
TX	01001	11.00	6826.34	44442.00
TX	01001	5.00	3819.38	32315.00
TX	01001	9.00	13062.57	53540.00
TX	01001	9.00	13062.57	53540.00
TX	01001	4.00	4868.65	43319.00
TX	01001	9.00	2711.73	25880.00
TX	01001	11.00	4102.10	26571.00
TX	01001	11.00	4102.10	26571.00
TX	01001	4.00	1371.71	27661.00
TX	01001	4.00	1371.71	27661.00
TX	01001	22.00	3210.33	26574.00
TX	01001	30.00	12015.41	38438.00
TX	01001	20.00	5098.49	24576.00
TX	01001	7.00	8040.14	48571.00
TX	01001	4.00	23042.98	72211.00
TX	01001	9.00	2637.84	28874.00
TX	01001	9.00	2637.84	28874.00
TX	01001	10.00	2973.32	26526.00
TX	01001	9.00	13062.57	53540.00
TX	01001	5.00	7114.53	46448.00
TX	01001	5.00	7114.53	46448.00
TX	01001	5.00	7114.53	46448.00
TX	01001	4.00	15804.65	50789.00
TX	01001	4.00	15804.65	50789.00
TX	01001	3.00	2331.77	33002.00
TX	01001	3.00	2331.77	33002.00
TX	01001	3.00	2331.77	33002.00
TX	01001	11.00	8863.32	45273.00
TX	01001	9.00	13062.57	53540.00
TX	01001	9.00	13062.57	53540.00
TX	01001	8.00	1049.13	28375.00
TX	01001	5.00	25386.80	73081.00
TX	01001	10.00	7151.83	46744.00
TX	01001	7.00	2344.20	56675.00
TX	01001	7.00	2344.20	56675.00
TX	01001	9.00	2944.36	51354.00
TX	01001	5.00	6380.54	59964.00
TX	01001	5.00	6380.54	59964.00
TX	01001	5.00	6845.15	51745.00
TX	01001	5.00	6380.54	59964.00
TX	01001	4.00	4962.68	56245.00
TX	01001	23.00	2461.87	32622.00
TX	01001	27.00	2989.46	21985.00
TX	01001	6.00	1471.38	25140.00
TX	01001	6.00	1471.38	25140.00
TX	01001	3.00	1127.10	23664.00
TX	01001	3.00	4507.66	38868.00
TX	01001	11.00	30405.88	93294.00
TX	01001	11.00	5102.25	52330.00
TX	01001	17.00	12455.86	51077.00
TX	01001	4.00	17589.99	44261.00
TX	01001	17.00	12455.86	51077.00
TX	01001	17.00	12455.86	51077.00
TX	01001	3.00	3347.42	37801.00
TX	01001	3.00	3347.42	37801.00
TX	01001	3.00	3347.42	37801.00
TX	01001	5.00	1225.96	24153.00
TX	01001	5.00	1225.96	24153.00
TX	01001	3.00	3393.83	32628.00
TX	01001	8.00	7393.00	71542.00
TX	01001	8.00	7393.00	71542.00
TX	01001	17.00	2133.31	24241.00
IL	01002	5.00	10312.03	59230.00
IL	01002	5.00	22444.37	73722.00
IL	01002	9.00	5775.56	40494.00
IL	01002	18.00	16960.48	58500.00
IL	01002	16.00	13626.25	78238.00
IL	01002	29.00	12727.77	64571.00
IL	01002	9.00	13218.79	49785.00
IL	01002	22.00	13132.04	53821.00
IL	01002	9.00	13431.16	53764.00
IL	01002	12.00	11218.59	82261.00
IL	01002	10.00	14562.15	78799.00
IL	01002	7.00	1761.30	34196.00
IL	01002	11.00	21757.37	97599.00
IL	01002	26.00	17947.75	61677.00
IL	01002	37.00	16021.43	75722.00
IL	01002	4.00	19654.25	65352.00
IL	01002	12.00	20115.03	53343.00
IL	01002	8.00	14218.18	40260.00
IL	01002	4.00	22567.13	69344.00
IL	01002	23.00	10466.24	72015.00
IL	01002	23.00	10466.24	72015.00
IL	01002	5.00	2569.46	57765.00
IL	01002	53.00	10810.10	56517.00
IL	01002	23.00	4113.09	36781.00
IL	01002	7.00	5222.72	40670.00
IL	01002	33.00	13168.45	55994.00
IL	01002	33.00	13168.45	55994.00
IL	01002	26.00	18291.73	76833.00
IL	01002	8.00	6718.44	36554.00
IL	01002	5.00	47606.02	80045.00
IL	01002	13.00	13817.56	69132.00
IL	01002	14.00	7269.04	51223.00
IL	01002	77.00	9015.46	54249.00
IL	01002	41.00	21763.09	73777.00
IL	01002	20.00	8525.75	47685.00
IL	01002	20.00	8525.75	47685.00
IL	01002	11.00	8640.17	37329.00
IL	01002	10.00	13835.28	45836.00
IL	01002	8.00	7998.30	72281.00
IL	01002	25.00	15724.42	89327.00
IL	01002	5.00	33258.91	72465.00
IL	01002	8.00	4288.04	37148.00
IL	01002	12.00	37769.67	97930.00
PA	01002	3.00	4373.65	59785.00
PA	01002	5.00	1353.29	48839.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	8.00	2651.76	56595.00
PA	01002	10.00	1096.10	70567.00
PA	01002	10.00	1096.10	70567.00
PA	01002	10.00	1096.10	70567.00
PA	01002	10.00	1096.10	70567.00
PA	01002	10.00	1096.10	70567.00
PA	01002	10.00	1096.10	70567.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	30.00	8767.15	62364.00
PA	01002	28.00	12158.70	59365.00
PA	01002	28.00	12158.70	59365.00
PA	01002	28.00	12158.70	59365.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	8.00	1667.92	71780.00
PA	01002	13.00	7135.02	83803.00
PA	01002	7.00	2251.78	43134.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	19.00	7836.88	58658.00
PA	01002	6.00	2617.48	51960.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	11.00	2653.48	43536.00
PA	01002	4.00	6031.17	38433.00
PA	01002	4.00	30705.03	93930.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
PA	01002	7.00	28398.63	101127.00
TX	01002	20.00	1918.65	30536.00
TX	01002	20.00	1918.65	30536.00
TX	01002	20.00	1918.65	30536.00
TX	01002	9.00	2467.28	47214.00
TX	01002	17.00	16351.26	64518.00
TX	01002	16.00	32239.38	85517.00
TX	01002	16.00	32239.38	85517.00
TX	01002	16.00	32239.38	85517.00
TX	01002	14.00	2025.59	41430.00
TX	01002	14.00	1365.01	45870.00
TX	01002	26.00	9324.30	57344.00
TX	01002	8.00	16617.56	65114.00
TX	01002	22.00	26592.76	98293.00
TX	01002	7.00	9704.09	62996.00
TX	01002	26.00	9324.30	57344.00
TX	01002	10.00	23747.67	71708.00
TX	01002	7.00	32313.34	110506.00
TX	01002	5.00	39601.72	80122.00
TX	01002	16.00	19005.28	115162.00
TX	01002	23.00	11855.23	44370.00
TX	01002	48.00	23774.74	103084.00
TX	01002	26.00	9324.30	57344.00
TX	01002	26.00	9324.30	57344.00
TX	01002	26.00	9324.30	57344.00
TX	01002	3.00	156.45	61311.00
TX	01002	3.00	156.45	61311.00
TX	01002	3.00	156.45	61311.00
TX	01002	12.00	11579.48	77506.00
TX	01002	12.00	11579.48	77506.00
TX	01002	12.00	11579.48	77506.00
TX	01002	9.00	4538.17	60740.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	14.00	31352.87	115874.00
TX	01002	8.00	2497.26	37485.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	10.00	21754.58	74858.00
TX	01002	9.00	18985.03	65806.00
TX	01002	12.00	43264.33	101031.00
TX	01002	12.00	43264.33	101031.00
TX	01002	12.00	43264.33	101031.00
TX	01002	12.00	43264.33	101031.00
TX	01002	12.00	43264.33	101031.00
TX	01002	9.00	7447.40	88401.00
TX	01002	9.00	7447.40	88401.00
TX	01002	5.00	6878.79	67523.00
TX	01002	7.00	21842.11	67811.00
TX	01002	7.00	21842.11	67811.00
TX	01002	7.00	21842.11	67811.00
TX	01002	3.00	2934.37	44997.00
TX	01002	3.00	2934.37	44997.00
TX	01002	5.00	18104.32	80988.00
TX	01002	5.00	18104.32	80988.00
TX	01002	5.00	18104.32	80988.00
TX	01002	5.00	18104.32	80988.00
TX	01002	5.00	18104.32	80988.00
TX	01002	5.00	18104.32	80988.00
TX	01002	3.00	47582.69	138919.00
TX	01002	17.00	8473.69	80143.00
TX	01002	17.00	8473.69	80143.00
TX	01002	17.00	8473.69	80143.00
TX	01002	17.00	8473.69	80143.00
TX	01002	17.00	8473.69	80143.00
TX	01002	4.00	1624.37	24660.00
TX	01002	4.00	1624.37	24660.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	7.00	15832.24	76652.00
TX	01002	4.00	15694.42	66473.00
TX	01002	9.00	2641.89	29657.00
TX	01002	3.00	3681.72	41314.00
TX	01002	5.00	27126.71	71414.00
TX	01002	12.00	3540.96	36320.00
TX	01002	6.00	7318.23	17877.00
TX	01002	6.00	7318.23	17877.00
TX	01002	6.00	7318.23	17877.00
TX	01002	24.00	2083.33	29120.00
TX	01002	24.00	2083.33	29120.00
TX	01002	8.00	7315.25	45911.00
TX	01002	4.00	1130.21	32397.00
TX	01002	4.00	1130.21	32397.00
TX	01002	14.00	26873.69	101537.00
TX	01002	25.00	17105.43	97611.00
TX	01002	15.00	3588.72	27000.00
TX	01002	6.00	9058.21	42026.00
TX	01002	28.00	20311.16	96741.00
TX	01002	28.00	20311.16	96741.00
TX	01002	28.00	20311.16	96741.00
TX	01002	5.00	14457.04	62927.00
TX	01002	3.00	2739.31	64572.00
TX	01002	3.00	2739.31	64572.00
TX	01002	3.00	2739.31	64572.00
TX	01002	4.00	8339.33	46228.00
TX	01002	6.00	3598.82	55582.00
TX	01002	6.00	3598.82	55582.00
TX	01002	6.00	3598.82	55582.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	15.00	1501.33	37354.00
TX	01002	20.00	12208.23	93771.00
TX	01002	17.00	8473.69	80143.00
TX	01002	8.00	3295.09	27219.00
TX	01002	8.00	3295.09	27219.00
TX	01002	12.00	11579.48	77506.00
TX	01002	12.00	11579.48	77506.00
TX	01002	26.00	9324.30	57344.00
TX	01002	6.00	6027.16	17744.00
TX	01002	6.00	6027.16	17744.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	10.00	30643.30	123882.00
TX	01002	13.00	15342.93	65831.00
TX	01002	3.00	145322.50	133667.00
TX	01002	5.00	3625.95	45248.00
TX	01002	5.00	3625.95	45248.00
TX	01002	4.00	8286.17	69213.00
TX	01002	4.00	8286.17	69213.00
TX	01002	4.00	8286.17	69213.00
TX	01002	8.00	16959.16	92204.00
TX	01002	8.00	16959.16	92204.00
TX	01002	16.00	25808.39	85816.00
TX	01002	16.00	25808.39	85816.00
TX	01002	16.00	25808.39	85816.00
TX	01002	9.00	4538.17	60740.00
TX	01002	18.00	7457.37	65226.00
TX	01002	9.00	4538.17	60740.00
TX	01002	4.00	1182.74	65748.00
TX	01002	18.00	7457.37	65226.00
TX	01002	8.00	7561.60	56011.00
TX	01002	18.00	7457.37	65226.00
TX	01002	18.00	7457.37	65226.00
TX	01002	18.00	7457.37	65226.00
TX	01002	5.00	12616.43	79152.00
TX	01002	5.00	12616.43	79152.00
TX	01002	47.00	33402.55	94112.00
TX	01002	47.00	33402.55	94112.00
TX	01002	47.00	33402.55	94112.00
TX	01002	111.00	21922.09	81133.00
TX	01002	4.00	6847.07	63080.00
TX	01002	14.00	30865.60	91921.00
TX	01002	3.00	11050.50	86295.00
TX	01002	3.00	11050.50	86295.00
TX	01002	3.00	11050.50	86295.00
TX	01002	23.00	10766.34	64952.00
TX	01002	47.00	33402.55	94112.00
TX	01002	7.00	8719.22	71602.00
TX	01002	18.00	7457.37	65226.00
TX	01002	9.00	2467.28	47214.00
TX	01002	9.00	2467.28	47214.00
TX	01002	9.00	2467.28	47214.00
TX	01002	9.00	2467.28	47214.00
TX	01002	16.00	32239.38	85517.00
TX	01002	8.00	2497.26	37485.00
TX	01002	9.00	8203.49	60835.00
TX	01002	9.00	8203.49	60835.00
TX	01002	9.00	8203.49	60835.00
TX	01002	9.00	8203.49	60835.00
TX	01002	9.00	8203.49	60835.00
TX	01002	16.00	32239.38	85517.00
TX	01002	16.00	32239.38	85517.00
TX	01002	37.00	12095.01	78407.00
TX	01002	3.00	12933.80	85592.00
TX	01002	10.00	23747.67	71708.00
TX	01002	16.00	32239.38	85517.00
TX	01002	16.00	32239.38	85517.00
TX	01002	3.00	23048.73	92982.00
TX	01002	24.00	5444.67	47862.00
TX	01002	6.00	8783.79	17022.00
TX	01002	6.00	8783.79	17022.00
TX	01002	4.00	1611.35	39134.00
TX	01002	4.00	1611.35	39134.00
TX	01002	5.00	21792.70	52249.00
TX	01002	5.00	21792.70	52249.00
TX	01002	53.00	1858.57	40977.00
TX	01002	26.00	21218.16	69537.00
TX	01002	28.00	7672.05	42148.00
TX	01002	3.00	16850.31	109434.00
TX	01002	6.00	22686.69	107663.00
TX	01002	5.00	39601.72	80122.00
TX	01002	14.00	38119.65	93601.00
TX	01002	14.00	38119.65	93601.00
TX	01002	14.00	38119.65	93601.00
TX	01002	3.00	5580.02	48999.00
TX	01002	3.00	5580.02	48999.00
TX	01002	30.00	4121.35	44656.00
TX	01002	16.00	32239.38	85517.00
TX	01002	14.00	26873.69	101537.00
TX	01002	14.00	26873.69	101537.00
TX	01002	14.00	26873.69	101537.00
TX	01002	7.00	18525.98	112801.00
TX	01002	7.00	18525.98	112801.00
TX	01002	8.00	7315.25	45911.00
TX	01002	8.00	7315.25	45911.00
TX	01002	8.00	7315.25	45911.00
TX	01002	25.00	16219.76	73497.00
TX	01002	16.00	32239.38	85517.00
TX	01002	16.00	32239.38	85517.00
TX	01002	8.00	18419.08	92416.00
TX	01002	3.00	24946.87	77384.00
TX	01002	15.00	13112.95	87692.00
TX	01002	22.00	20004.88	77979.00
TX	01002	15.00	7567.76	91815.00
TX	01002	15.00	7567.76	91815.00
TX	01002	23.00	6358.30	94327.00
TX	01002	7.00	3047.66	97385.00
TX	01002	7.00	21690.34	81083.00
TX	01002	4.00	4886.68	97768.00
TX	01002	4.00	2233.91	91954.00
TX	01002	11.00	8750.69	92674.00
TX	01002	11.00	8750.69	92674.00
TX	01002	10.00	15927.16	76686.00
TX	01002	11.00	8750.69	92674.00
TX	01002	5.00	1931.70	104653.00
TX	01002	33.00	12144.80	62919.00
TX	01002	48.00	3985.51	33582.00
TX	01002	12.00	7956.49	42491.00
TX	01002	5.00	4161.89	31428.00
TX	01002	5.00	4161.89	31428.00
TX	01002	9.00	1051.31	42065.00
TX	01002	3.00	145322.50	133667.00
TX	01002	5.00	12515.20	80642.00
TX	01002	24.00	34941.33	108326.00
TX	01002	6.00	2926.06	93222.00
TX	01002	19.00	6399.06	80387.00
TX	01002	31.00	18309.41	74329.00
TX	01002	7.00	15832.24	76652.00
TX	01002	31.00	18309.41	74329.00
TX	01002	31.00	18309.41	74329.00
TX	01002	4.00	5691.36	73476.00
TX	01002	4.00	5691.36	73476.00
TX	01002	4.00	5691.36	73476.00
TX	01002	6.00	10067.25	67351.00
TX	01002	12.00	22944.10	123527.00
TX	01002	12.00	22944.10	123527.00
TX	01002	8.00	2497.26	37485.00
IL	01004	3.00	5012.16	37780.00
IL	01004	14.00	6125.10	29083.00
IL	01004	3.00	7214.73	40544.00
IL	01004	3.00	7214.73	40544.00
IL	01004	3.00	25377.37	53563.00
IL	01004	4.00	8098.88	29284.00
IL	01004	3.00	31990.64	50542.00
IL	01004	4.00	36581.57	57361.00
IL	01004	6.00	5745.99	44415.00
TX	01004	27.00	574.59	16690.00
TX	01004	27.00	574.59	16690.00
TX	01004	5.00	1319.49	47673.00
TX	01004	4.00	6779.61	23785.00
TX	01004	4.00	6779.61	23785.00
TX	01004	4.00	6779.61	23785.00
TX	01004	8.00	2652.29	23711.00
TX	01004	4.00	6779.61	23785.00
TX	01004	4.00	6779.61	23785.00
TX	01004	3.00	9439.95	45755.00
TX	01004	8.00	2652.29	23711.00
TX	01004	4.00	12117.71	33344.00
TX	01004	8.00	2652.29	23711.00
TX	01004	4.00	12117.71	33344.00
TX	01004	4.00	12117.71	33344.00
TX	01004	4.00	12117.71	33344.00
TX	01004	4.00	12117.71	33344.00
TX	01004	3.00	31025.34	53331.00
TX	01004	4.00	11288.67	30687.00
TX	01004	4.00	12117.71	33344.00
TX	01004	54.00	31878.28	51751.00
TX	01004	3.00	702.50	27562.00
TX	01004	3.00	9439.95	45755.00
IL	06001	3.00	1127.82	30868.00
IL	06001	4.00	4073.93	39517.00
IL	06001	10.00	1216.49	25818.00
IL	06001	18.00	2376.86	24575.00
IL	06001	3.00	1401.85	39090.00
IL	06001	10.00	3594.72	42218.00
IL	06001	6.00	2159.83	28299.00
IL	06001	3.00	2042.98	30409.00
IL	06001	8.00	2170.63	21678.00
IL	06001	7.00	705.61	15807.00
IL	06001	10.00	3645.71	25343.00
IL	06001	4.00	1318.40	17817.00
IL	06001	5.00	3233.99	27871.00
IL	06001	5.00	3233.99	27871.00
IL	06001	24.00	3999.54	24696.00
IL	06001	6.00	2291.33	20439.00
IL	06001	32.00	6497.74	32621.00
IL	06001	32.00	6497.74	32621.00
IL	06001	9.00	2513.54	31141.00
IL	06001	3.00	2379.80	43204.00
IL	06001	5.00	1798.85	33172.00
IL	06001	7.00	1800.96	21771.00
IL	06001	7.00	1800.96	21771.00
IL	06001	4.00	2236.05	24707.00
IL	06001	65.00	2481.15	30870.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
PA	06001	8.00	2058.37	31815.00
